src/dopemux/cli.py:19:import signal
src/dopemux/cli.py:51:from .adhd import AttentionMonitor, ContextManager, TaskDecomposer
src/dopemux/cli.py:142:    "focused": {
services/adhd_engine/tests/test_adhd_config_service.py:152:        """Hyperfocused should allow 5 levels for deep dives."""
services/adhd_engine/tests/test_adhd_config_service.py:153:        await redis_client.set("adhd:attention_state:user1", "hyperfocused")
services/adhd_engine/tests/test_adhd_config_service.py:155:        depth = await adhd_service.get_context_depth("user1")
services/adhd_engine/tests/test_adhd_config_service.py:157:        assert depth == 5, "Hyperfocused should allow 5 levels"
services/adhd_engine/tests/test_adhd_config_service.py:164:    async def test_suggests_break_after_max_duration(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:172:        await redis_client.set("adhd:profile:user1", json.dumps(profile))
services/adhd_engine/tests/test_adhd_config_service.py:176:        await redis_client.set("adhd:last_break:user1", last_break)
services/adhd_engine/tests/test_adhd_config_service.py:179:        should_break, reason = await adhd_service.should_suggest_break("user1")
services/adhd_engine/tests/test_adhd_config_service.py:186:    async def test_suggests_break_for_very_low_energy(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:188:        await redis_client.set("adhd:energy_level:user1", "very_low")
services/adhd_engine/tests/test_adhd_config_service.py:190:        should_break, reason = await adhd_service.should_suggest_break("user1")
services/adhd_engine/tests/test_adhd_config_service.py:196:    async def test_no_break_needed_when_recent(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:200:        await redis_client.set("adhd:last_break:user1", last_break)
services/adhd_engine/tests/test_adhd_config_service.py:201:        await redis_client.set("adhd:energy_level:user1", "medium")
services/adhd_engine/tests/test_adhd_config_service.py:203:        should_break, reason = await adhd_service.should_suggest_break("user1")
services/adhd_engine/tests/test_adhd_config_service.py:213:    async def test_caching_reduces_redis_queries(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:215:        await redis_client.set("adhd:attention_state:user1", "focused")
services/adhd_engine/tests/test_adhd_config_service.py:218:        result1 = await adhd_service._get_attention_state("user1")
services/adhd_engine/tests/test_adhd_config_service.py:219:        assert result1 == "focused"
services/adhd_engine/tests/test_adhd_config_service.py:222:        await redis_client.set("adhd:attention_state:user1", "scattered")
services/adhd_engine/tests/test_adhd_config_service.py:225:        result2 = await adhd_service._get_attention_state("user1")
services/adhd_engine/tests/test_adhd_config_service.py:226:        assert result2 == "focused", "Should return cached value"
services/adhd_engine/tests/test_adhd_config_service.py:229:        assert "attention:user1" in adhd_service._cache
services/adhd_engine/tests/test_adhd_config_service.py:232:    async def test_cache_expires_after_ttl(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:234:        await redis_client.set("adhd:attention_state:user1", "focused")
services/adhd_engine/tests/test_adhd_config_service.py:237:        result1 = await adhd_service._get_attention_state("user1")
services/adhd_engine/tests/test_adhd_config_service.py:238:        assert result1 == "focused"
services/adhd_engine/tests/test_adhd_config_service.py:243:        adhd_service._cache[cache_key] = (old_time, "focused")
services/adhd_engine/tests/test_adhd_config_service.py:246:        await redis_client.set("adhd:attention_state:user1", "scattered")
services/adhd_engine/tests/test_adhd_config_service.py:249:        result2 = await adhd_service._get_attention_state("user1")
services/adhd_engine/tests/test_adhd_config_service.py:253:    async def test_clear_cache_for_user(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:256:        adhd_service._cache["attention:user1"] = (datetime.now(), "focused")
services/adhd_engine/tests/test_adhd_config_service.py:257:        adhd_service._cache["energy:user1"] = (datetime.now(), "high")
services/adhd_engine/tests/test_adhd_config_service.py:258:        adhd_service._cache["attention:user2"] = (datetime.now(), "scattered")
services/adhd_engine/tests/test_adhd_config_service.py:261:        await adhd_service.clear_cache("user1")
services/adhd_engine/tests/test_adhd_config_service.py:264:        assert "attention:user1" not in adhd_service._cache
services/adhd_engine/tests/test_adhd_config_service.py:265:        assert "energy:user1" not in adhd_service._cache
services/adhd_engine/tests/test_adhd_config_service.py:266:        assert "attention:user2" in adhd_service._cache
services/adhd_engine/tests/test_adhd_config_service.py:273:    async def test_complete_state_summary(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:276:        await redis_client.set("adhd:energy_level:user1", "medium")
services/adhd_engine/tests/test_adhd_config_service.py:277:        await redis_client.set("adhd:attention_state:user1", "focused")
services/adhd_engine/tests/test_adhd_config_service.py:284:        await redis_client.set("adhd:profile:user1", json.dumps(profile))
services/adhd_engine/tests/test_adhd_config_service.py:287:        summary = await adhd_service.get_current_state_summary("user1")
services/adhd_engine/tests/test_adhd_config_service.py:292:        assert summary["attention_state"] == "focused"
services/adhd_engine/tests/test_adhd_config_service.py:304:    async def test_health_check_when_healthy(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:306:        health = await adhd_service.health_check()
services/adhd_engine/tests/test_adhd_config_service.py:330:    async def test_get_adhd_config_service_returns_singleton(self):
services/adhd_engine/tests/test_adhd_config_service.py:333:        await reset_adhd_config_service()
services/adhd_engine/tests/test_adhd_config_service.py:336:        service1 = await get_adhd_config_service()
services/adhd_engine/tests/test_adhd_config_service.py:337:        service2 = await get_adhd_config_service()
services/adhd_engine/tests/test_adhd_config_service.py:343:        await reset_adhd_config_service()
services/adhd_engine/tests/test_adhd_config_service.py:347:        """reset_adhd_config_service() should clear singleton."""
services/adhd_engine/tests/test_adhd_config_service.py:348:        service1 = await get_adhd_config_service()
services/adhd_engine/tests/test_adhd_config_service.py:350:        await reset_adhd_config_service()
services/adhd_engine/tests/test_adhd_config_service.py:352:        service2 = await get_adhd_config_service()
services/adhd_engine/tests/test_adhd_config_service.py:358:        await reset_adhd_config_service()
services/adhd_engine/tests/test_adhd_config_service.py:365:    async def test_defaults_when_no_attention_state(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:368:        max_results = await adhd_service.get_max_results("user_unknown")
services/adhd_engine/tests/test_adhd_config_service.py:374:    async def test_defaults_when_no_energy_level(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:376:        threshold = await adhd_service.get_complexity_threshold("user_unknown")
services/adhd_engine/tests/test_adhd_config_service.py:381:    async def test_defaults_when_no_profile(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:383:        cognitive_threshold = await adhd_service.get_cognitive_load_threshold("user_unknown")
services/adhd_engine/tests/test_adhd_config_service.py:392:    async def test_cognitive_load_adjusts_for_distraction_sensitivity(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:399:        await redis_client.set("adhd:profile:user1", json.dumps(profile))
services/adhd_engine/tests/test_adhd_config_service.py:401:        threshold = await adhd_service.get_cognitive_load_threshold("user1")
services/adhd_engine/tests/test_adhd_config_service.py:408:    async def test_profile_caching_works(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:411:        await redis_client.set("adhd:profile:user1", json.dumps(profile))
services/adhd_engine/tests/test_adhd_config_service.py:414:        profile1 = await adhd_service._get_user_profile("user1")
services/adhd_engine/tests/test_adhd_config_service.py:419:        await redis_client.set("adhd:profile:user1", json.dumps(profile))
services/adhd_engine/tests/test_adhd_config_service.py:422:        profile2 = await adhd_service._get_user_profile("user1")
services/adhd_engine/tests/test_adhd_config_service.py:430:    async def test_end_to_end_state_query(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:438:        await redis_client.set("adhd:attention_state:developer1", "scattered")
services/adhd_engine/tests/test_adhd_config_service.py:439:        await redis_client.set("adhd:energy_level:developer1", "low")
services/adhd_engine/tests/test_adhd_config_service.py:447:        await redis_client.set("adhd:profile:developer1", json.dumps(profile))
services/adhd_engine/tests/test_adhd_config_service.py:450:        summary = await adhd_service.get_current_state_summary("developer1")
services/adhd_engine/tests/test_adhd_config_service.py:463:    """Test get_focus_mode_limit() method."""
services/adhd_engine/tests/test_adhd_config_service.py:466:    async def test_focus_mode_halves_results(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:468:        await redis_client.set("adhd:attention_state:user1", "focused")
services/adhd_engine/tests/test_adhd_config_service.py:471:        normal_limit = await adhd_service.get_max_results("user1")
services/adhd_engine/tests/test_adhd_config_service.py:475:        focus_limit = await adhd_service.get_focus_mode_limit("user1")
services/adhd_engine/tests/test_adhd_config_service.py:476:        assert focus_limit == 7, "Focus mode should halve results"
services/adhd_engine/tests/test_adhd_config_service.py:479:    async def test_focus_mode_minimum_three(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:482:        await redis_client.set("adhd:attention_state:user1", "overwhelmed")
services/adhd_engine/tests/test_adhd_config_service.py:484:        focus_limit = await adhd_service.get_focus_mode_limit("user1")
services/adhd_engine/tests/test_adhd_config_service.py:487:        assert focus_limit >= 3, "Focus mode should have minimum 3 results"
services/adhd_engine/api/schemas.py:42:    hyperfocus_risk: str  # low, medium, high
services/adhd_engine/api/schemas.py:129:    adhd_insights: ADHDInsights
services/adhd_engine/api/schemas.py:139:    energy_level: str  # very_low, low, medium, high, hyperfocus
services/adhd_engine/api/schemas.py:147:    attention_state: str  # scattered, transitioning, focused, hyperfocused, overwhelmed
services/adhd_engine/api/schemas.py:176:    hyperfocus_tendency: Optional[float] = Field(None, ge=0.0, le=1.0)
