component_id	name	subsystem_id	container_name	purpose	public_interfaces	data_owned	dependencies	tech	stack	repo	owner	slo_availability	slo_latency	sli_metrics	alerts	security_notes	threat_model_refs	adr_ids	rfc_ids	source_uri	source_lines	created_at	updated_at	tags
COMP-memory-and-state-man	Memory and state management uses comprehensive SQLite architecture	SUB-FOR-TWO-PLANE-A		Claude-flow implements a sophisticated SQLite-based memory system at `.swarm/memory.db` with 12 specialized tables. The `memory_store` table provides key-value storage with namespaces and TTL support.	. Agents can store and retrieve context using `mcp__claude-flow__memory_store` and related tools. Performance metrics are automatically collected and stored, enabling learning and optimization over time. The Windows platform includes automatic fallback to in-memory storage when SQLite native modules fail.	table: s. The `memory_store` table provides key-value storage with namespaces and TTL support. The `agent_memory` table maintains agent-specific context while `shared_state` enables cross-agent communication with version control. Additional tables track sessions, tasks, events, patterns, performance metrics, workflow state, swarm topology, and consensus state.					Engineering Team	99.9%	P50<50ms; P99<300ms	ms, , workflow state, swarm topology, and consensus state., are automatically collected and stored, enabling learning and optimization over time. The Windows platform includes automatic fallback to in-memory storage when SQLite native modules fail.						docs/04-explanation/implementation-claudecode-claudeflow.md	1-7	2025-10-02T03:01:45.528844	2025-10-02T03:01:45.528845	database|performance|architecture
COMP-phase-1-metamcp-brid	Phase 1: MetaMCP Bridge Integration	SUB-ALTERNATIVE-1-C		"- **Primary Entry Point**: `metamcp_server.py` serves as the MCP-compatible interface
- **Role Management**: Automatic role detection based on Claude Code context
- **Tool Routing**: Intelligent routi"	- **Role Management**: Automatic role detection based on Claude Code context						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/04-explanation/dopemux-claude-integration.md	1-4	2025-10-02T03:01:45.531677	2025-10-02T03:01:45.531679	
COMP-metamcp-server-as-pr	MetaMCP Server as Primary Interface	SUB-CONFIGURATION-A		"```
Claude Code ← JSON-RPC → MetaMCP Server ← Broker → Specialized Servers
                                       ↓
                              Role Manager + Policy Engine
                         "							Engineering Team	99.9%	P50<50ms; P99<300ms							docs/04-explanation/dopemux-claude-integration.md	1-8	2025-10-02T03:01:45.533174	2025-10-02T03:01:45.533175	
COMP-5-terminal-native-de	5. Terminal-Native Design	SUB-5-DESIGN-PRINCI		"**Existing Coverage**: CLI-focused interface with tmux-style multiplexing
**Research Validation**: PDF confirms CLI preference and validates tmux approach
**Assessment**: ✅ **Well-covered** - Terminal"	with tmux-style multiplexing						Engineering Team	99.9%	P50<50ms; P99<300ms	ms						docs/04-explanation/dopemux-gap-analysis.md	1-6	2025-10-02T03:01:45.538300	2025-10-02T03:01:45.538302	architecture
COMP-2-file-based-ipc-for	2. **File-Based IPC for MVP**	SUB-FOR-TWO-PLANE-A		"**Our Design**: JSONL-based inter-agent communication
**Research Validation**: PDF discusses various communication patterns; file-based is simple and reliable
**Confidence**: Medium - Good MVP choice "							Engineering Team	99.9%	P50<50ms; P99<300ms							docs/04-explanation/dopemux-gap-analysis.md	1-4	2025-10-02T03:01:45.540771	2025-10-02T03:01:45.540772	architecture
COMP-1-active-metamcp-ser	**1. Active MetaMCP Server (Currently Running in Claude Code)**	SUB-DATA-ORGANIZATI		"**File**: `metamcp_simple_server.py`
**Status**: ✅ Connected to Claude Code
**Purpose**: MCP-compatible interface providing role-aware tool access

```python"	providing role-aware tool access			python			Engineering Team	99.9%	P50<50ms; P99<300ms							docs/04-explanation/code-archive-complete.md	1-6	2025-10-02T03:01:45.552906	2025-10-02T03:01:45.552907	
COMP-phase-3-user-experie	**Phase 3: User Experience** (Design complete)	SUB-SECTION-3-CONTE		"1. Role recommendation engine
2. Workflow optimization suggestions
3. Break reminder system
4. Session restoration interface

---"	---						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/04-explanation/code-archive-complete.md	1-7	2025-10-02T03:01:45.556228	2025-10-02T03:01:45.556229	architecture
COMP-phase-4-validation	Phase 4: Validation	SUB-PHASE-3-INTEGRA		"1. Sample queries to verify key decisions/tasks appear in results
2. Performance testing to meet <250ms latency targets
3. A/B testing with existing ConPort interface"							Engineering Team	99.9%	P50<50ms; P99<300ms	ms, latency						docs/04-explanation/knowledge-graph-rag-analysis.md	1-4	2025-10-02T03:01:45.560340	2025-10-02T03:01:45.560341	testing|performance
COMP-tmux-integration-and	tmux integration and CLI feasibility analysis	SUB-3-AI-POWERED-TO		**Claude-flow provides the most mature tmux integration**, with extensive documentation for session management, process isolation, and background execution. Its NPX-based installation (`npm install -g	with scaffolding commands (`crewai create crew`, `crewai run`, `crewai deploy`). The framework runs seamlessly in tmux sessions with process isolation and state persistence across disconnections. Enhanced integration with TmuxAI provides context-aware assistance for debugging agent behaviors across panes.		Python 3.9-3.11 and Node.js for diagram generation, with configuration managed through `~/.metagpt/config2.yaml`. While functional in tmux, it lacks the native terminal-specific optimizations of Claude-flow and requires more manual session management.	Python			Engineering Team	99.9%	P50<50ms; P99<300ms							docs/04-explanation/cf-metagpt.md	1-9	2025-10-02T03:01:45.564445	2025-10-02T03:01:45.564446	
COMP-integration-capabili	Integration capabilities and event-driven features	SUB-2-SERVICE-LOOKU		**Claude-flow offers the most comprehensive GitHub integration** with six specialized modes including repository management, PR review, release coordination, and issue tracking. The framework provides	-based integrations enable external tool connections. Event-driven support is moderate with message-based agent communication and trigger-based role activation, though native scheduling is limited.; s with retry mechanisms.		external orchestration.			sitory	Engineering Team	99.9%	P50<50ms; P99<300ms	ms						docs/04-explanation/cf-metagpt.md	1-9	2025-10-02T03:01:45.568095	2025-10-02T03:01:45.568097	api
COMP-token-efficiency-and	Token efficiency and cost considerations	SUB-2-SERVICE-LOOKU		**Claude-flow achieves the best token efficiency** with 32.3% reduction through intelligent task breakdown and parallel processing. The framework's batch processing combines all operations in single m	calls while local model support (Ollama) can eliminate API costs entirely. The hybrid approach uses premium models for critical tasks and local models for routine operations, with memory preventing re-processing of similar tasks.	table: feedback prevents regeneration loops. Cost optimization strategies include model stratification (GPT-4 for planning, GPT-3.5 for implementation) achieving significant savings.					Engineering Team	99.9%	P50<50ms; P99<300ms							docs/04-explanation/cf-metagpt.md	1-9	2025-10-02T03:01:45.569901	2025-10-02T03:01:45.569902	api
COMP-compatibility-with-p	Compatibility with planned Dopemux components	SUB-ALTERNATIVE-1-C		**Claude-flow shows the highest compatibility** with both Eliza and CrewAI components. The Eliza Plugin for Flow (`@elizaos-plugins/plugin-flow`) provides native blockchain functionality with natural 	bridges, with SPARC methodology complementing task-based approaches.			TypeScript			Engineering Team	99.9%	P50<50ms; P99<300ms	ms						docs/04-explanation/cf-metagpt.md	1-9	2025-10-02T03:01:45.571153	2025-10-02T03:01:45.571154	api|architecture
COMP-real-world-performan	Real-world performance and production readiness	SUB-2-SERVICE-LOOKU		**Claude-flow demonstrates the most impressive real-world results** with Adrian Cockcroft's house consciousness system generating 150,000+ lines of production-ready code in under 2 days. The framework	creation, and data analysis tools with consistent high-quality outputs.	20+ concurrent agents on large codebases like Next.js applications. Production deployments successfully operate in 200+ developer organizations with 24/7 autonomous operation capabilities.			Next.js	rting	Engineering Team	99.9%	P50<50ms; P99<300ms			features, and full documentation proving enterprise readiness.				docs/04-explanation/cf-metagpt.md	1-9	2025-10-02T03:01:45.572716	2025-10-02T03:01:45.572718	testing|api|security|architecture
COMP-d8f9eb09	Unnamed Component	SUB-UNNAMED		"---
id: adhd-support
title: Adhd Support
type: explanation
owner: '@hu3mann'
last_review: '2025-09-26'
next_review: '2025-12-25'
---
Deep System Architecture Analysis

  1. The Core Problem Space

  F"	s]; , social media; connections                                                                                      │	table: ? Read-only analysis vs. trade execution?				sitory	Engineering Team	99.9%	P50<50ms; P99<300ms	"ms, │, ghtly behind"""						docs/04-explanation/adhd-support.md	1-592	2025-10-02T03:01:45.600183	2025-10-02T03:01:45.600185	database|performance|architecture|testing|api
COMP-primary-goals	Primary Goals			"- ✅ All core datastores operational (Milvus, Redis, MySQL, Neo4j, OpenSearch)
- ✅ Docker networking with service discovery via dopemux-net bridge
- ✅ Leantime PM system installed and API-accessible
- "	-accessible		validated and startup order optimized				Engineering Team	99.9%	P50<50ms; P99<300ms							docs/04-explanation/phase1-foundation.md	1-6	2025-10-02T03:01:45.618273	2025-10-02T03:01:45.618274	database|api|architecture
COMP-port-allocation-stra	Port Allocation Strategy	SUB-INTEGRATION-STR		"```yaml
external_ports:
  metamcp: ""3001:3000""        # MetaMCP aggregator
  leantime: ""3002:80""         # Leantime web UI
  neo4j_browser: ""3003:7474""  # Neo4j browser
  neo4j_bolt: ""3004:7687""     #"	internal_only:	"database: milvus: ""3005:19530""        # Milvus vector DB, database: etcd: ""2379""                # Milvus coordination"					Engineering Team	99.9%	P50<50ms; P99<300ms							docs/04-explanation/phase1-foundation.md	1-17	2025-10-02T03:01:45.619166	2025-10-02T03:01:45.619167	database|api
COMP-steps	Steps:			"1. **Create project structure**:
   ```bash
   mkdir -p data/{mysql,milvus,neo4j,redis,opensearch}
   mkdir -p config/{leantime,metamcp,milvus}
   mkdir -p scripts/health-checks
   ```

2. **Configure"	Keys (placeholder for Phase 2); _KEY=your_key_here; _KEY=your_key_here	Database: passwords					Engineering Team	99.9%	P50<50ms; P99<300ms							docs/04-explanation/phase1-foundation.md	1-31	2025-10-02T03:01:45.620034	2025-10-02T03:01:45.620035	database|api
COMP-installation-steps	Installation Steps:	SUB-INSTALLATION-FL		"1. **Deploy Leantime container**:
   ```bash
   docker-compose up -d leantime
   ```

2. **Configure Leantime environment**:
   ```yaml
   # docker-compose.yml leantime service
   environment:
     LE"	"access**:; endpoints; /projects"" \"	database: **:, DATABASE: leantime					Engineering Team	99.9%	P50<50ms; P99<300ms			Authorization				docs/04-explanation/phase1-foundation.md	1-37	2025-10-02T03:01:45.621307	2025-10-02T03:01:45.621308	database|api|testing
